,Filo,Classe,Ordem,Família ,Gênero,Espécie,Ewe grop,Ponto,Área,Município,Dia,Mês,Ano,Data,Massa(g),Largura Cefalotoracica (mm),Sexo,Estágio,Estação,Salinidade,Gradiente Salino,Temperatura,Tipo de Maré
2974,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,26,"2,15",,j,Primavera,,Euhalino,,Quadratura
2975,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,30,"2,71",,a,Primavera,,Euhalino,,Quadratura
2976,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,5",,j,Primavera,,Euhalino,,Quadratura
2977,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,67",,j,Primavera,,Euhalino,,Quadratura
2978,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"0,94",,j,Primavera,,Euhalino,,Quadratura
2979,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,71",,j,Primavera,,Euhalino,,Quadratura
2980,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,04",,j,Primavera,,Euhalino,,Quadratura
2981,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,25",,j,Primavera,,Euhalino,,Quadratura
2982,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,35,"2,62",,a,Primavera,,Euhalino,,Quadratura
2983,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,27,"1,94",,j,Primavera,,Euhalino,,Quadratura
2984,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,6",,j,Primavera,,Euhalino,,Quadratura
2985,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,26,"1,82",,j,Primavera,,Euhalino,,Quadratura
2986,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,26,"1,29",,j,Primavera,,Euhalino,,Quadratura
2987,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"2,14",,j,Primavera,,Euhalino,,Quadratura
2988,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,75",,j,Primavera,,Euhalino,,Quadratura
2989,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"2,25",,j,Primavera,,Euhalino,,Quadratura
2990,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,78",,j,Primavera,,Euhalino,,Quadratura
2991,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,2,,j,Primavera,,Euhalino,,Quadratura
2992,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,18,"0,82",,j,Primavera,,Euhalino,,Quadratura
2993,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"1,69",,j,Primavera,,Euhalino,,Quadratura
2994,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,46",,j,Primavera,,Euhalino,,Quadratura
2995,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,58",,j,Primavera,,Euhalino,,Quadratura
2996,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,26,"1,49",,j,Primavera,,Euhalino,,Quadratura
2997,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"2,25",,j,Primavera,,Euhalino,,Quadratura
2998,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"1,51",,j,Primavera,,Euhalino,,Quadratura
2999,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,31",,j,Primavera,,Euhalino,,Quadratura
3000,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,27,"2,03",,j,Primavera,,Euhalino,,Quadratura
3001,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,29",,j,Primavera,,Euhalino,,Quadratura
3002,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,22,"1,1",,j,Primavera,,Euhalino,,Quadratura
3003,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,22,"1,42",,j,Primavera,,Euhalino,,Quadratura
3004,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"2,73",,j,Primavera,,Euhalino,,Quadratura
3005,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,31,"2,17",,a,Primavera,,Euhalino,,Quadratura
3006,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,18,"0,66",,j,Primavera,,Polihalino,,Quadratura
3007,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,27",,a,Primavera,,Polihalino,,Quadratura
3008,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"1,77",,j,Primavera,,Polihalino,,Quadratura
3009,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"2,2",,j,Primavera,,Polihalino,,Quadratura
3010,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,24,"1,7",,j,Primavera,,Polihalino,,Quadratura
3011,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,25,"1,68",,j,Primavera,,Polihalino,,Quadratura
3012,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,27,"2,02",,j,Primavera,,Polihalino,,Quadratura
3013,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"1,18",,j,Primavera,,Polihalino,,Quadratura
3014,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"2,21",,j,Primavera,,Polihalino,,Quadratura
3015,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,32,"2,44",,a,Primavera,,Polihalino,,Quadratura
3016,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,27,"1,8",,j,Primavera,,Polihalino,,Quadratura
3017,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,35,"2,88",,a,Primavera,,Polihalino,,Quadratura
3018,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,49",,a,Primavera,,Polihalino,,Quadratura
3019,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,45,"6,32",,a,Primavera,,Polihalino,,Quadratura
3020,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"5,94",,a,Primavera,,Polihalino,,Quadratura
3021,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,47,"7,87",,a,Primavera,,Polihalino,,Quadratura
3022,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,69",,a,Primavera,,Polihalino,,Quadratura
3023,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"2,15",,j,Primavera,,Polihalino,,Quadratura
3024,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"4,79",,a,Primavera,,Polihalino,,Quadratura
3025,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,31,"2,73",,a,Primavera,,Polihalino,,Quadratura
3026,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,41,"5,72",,a,Primavera,,Polihalino,,Quadratura
3027,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"1,67",,j,Primavera,,Polihalino,,Quadratura
3028,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,29,"2,17",,j,Primavera,,Polihalino,,Quadratura
3029,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"1,93",,j,Primavera,,Polihalino,,Quadratura
3030,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,39,"6,35",,a,Primavera,,Polihalino,,Quadratura
3031,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,33",,a,Primavera,,Polihalino,,Quadratura
3032,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,35,"3,22",,a,Primavera,,Polihalino,,Quadratura
3033,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,06",,a,Primavera,,Polihalino,,Quadratura
3034,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"2,12",,j,Primavera,,Polihalino,,Quadratura
3035,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,27,"1,97",,j,Primavera,,Polihalino,,Quadratura
3036,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,1",,a,Primavera,,Polihalino,,Quadratura
3037,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,38,"4,43",,a,Primavera,,Polihalino,,Quadratura
3038,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"5,35",,a,Primavera,,Polihalino,,Quadratura
3039,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,38,"4,31",,a,Primavera,,Polihalino,,Quadratura
3040,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"5,08",,a,Primavera,,Polihalino,,Quadratura
3041,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"2,08",,j,Primavera,,Polihalino,,Quadratura
3042,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,35,"4,55",,a,Primavera,,Polihalino,,Quadratura
3043,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,17,"0,33",,j,Primavera,,Polihalino,,Quadratura
3044,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"1,81",,j,Primavera,,Polihalino,,Quadratura
3045,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"1,68",,j,Primavera,,Polihalino,,Quadratura
3046,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,34,"2,83",,a,Primavera,,Polihalino,,Quadratura
3047,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,42,"4,93",,a,Primavera,,Polihalino,,Quadratura
3048,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,32,"2,72",,a,Primavera,,Polihalino,,Quadratura
3049,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,27,"1,78",,j,Primavera,,Polihalino,,Quadratura
3050,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,26,"1,45",,j,Primavera,,Polihalino,,Quadratura
3051,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,34,"2,66",,a,Primavera,,Polihalino,,Quadratura
3052,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,30,"2,15",,a,Primavera,,Polihalino,,Quadratura
3053,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,31,"2,36",,a,Primavera,,Polihalino,,Quadratura
3054,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,41,"3,9",,a,Primavera,,Polihalino,,Quadratura
3055,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"4,86",,a,Primavera,,Polihalino,,Quadratura
3056,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,44,"5,72",,a,Primavera,,Polihalino,,Quadratura
3057,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis (Doryteuthis) pleii,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"0,84",,j,Primavera,,Polihalino,,Quadratura
3058,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,25,"1,94",,j,Primavera,,Polihalino,,Quadratura
3059,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,38,"4,87",,a,Primavera,,Polihalino,,Quadratura
3060,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,23,"1,32",,j,Primavera,,Polihalino,,Quadratura
3061,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"3,39",,a,Primavera,,Polihalino,,Quadratura
3062,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,48,"6,21",,a,Primavera,,Polihalino,,Quadratura
3063,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,28,"2,17",,j,Primavera,,Polihalino,,Quadratura
3064,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,40,"4,27",,a,Primavera,,Polihalino,,Quadratura
3065,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,5,Ilha das Cobras,Paranaguá,31,10,2014,31/10/2014,35,"3,09",,a,Primavera,,Polihalino,,Quadratura
3066,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,Farfantepenaeus brasiliensis,27. Shrimp,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,21,"7,4",,a,Primavera,,Euhalino,,Quadratura
3067,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes ornatus,26. Blue crabs,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,"58,6","13,56",,a,Primavera,,Euhalino,,Quadratura
3068,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes ornatus,26. Blue crabs,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,"61,38","12,79",,j,Primavera,,Euhalino,,Quadratura
3069,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,25,"1,03",,j,Primavera,,Euhalino,,Quadratura
3070,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,28,"1,96",,j,Primavera,,Euhalino,,Quadratura
3071,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,27,"1,43",,j,Primavera,,Euhalino,,Quadratura
3072,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,24,"1,65",,j,Primavera,,Euhalino,,Quadratura
3073,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,64",,j,Primavera,,Euhalino,,Quadratura
3074,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,22,"1,54",,j,Primavera,,Euhalino,,Quadratura
3075,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,29",,j,Primavera,,Euhalino,,Quadratura
3076,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,47",,j,Primavera,,Euhalino,,Quadratura
3077,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,57",,j,Primavera,,Euhalino,,Quadratura
3078,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,21,"0,88",,j,Primavera,,Euhalino,,Quadratura
3079,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,24,"1,62",,j,Primavera,,Euhalino,,Quadratura
3080,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,23,"1,27",,j,Primavera,,Euhalino,,Quadratura
3081,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,22,"1,29",,j,Primavera,,Euhalino,,Quadratura
3082,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula,Lolliguncula (Lolliguncula) brevis,Cefalopodes,9,Ilha do Mel,Paranagua,31,10,2014,31/10/2014,27,"2,07",,j,Primavera,,Euhalino,,Quadratura
